from,to,count
JUND,KLF2,10
JUND,BCL6,10
JUND,RELN,10
JUND,HSPA9,10
JUND,HNRNPA3,10
JUND,DIXDC1,10
JUND,NR3C1,10
JUND,SP3,10
JUND,KLF3,10
JUND,NTN1,10
JUND,CTDSPL2,10
JUND,SPTBN1,10
JUND,BAHCC1,10
JUND,CALM1,10
JUND,EGR2,10
JUND,CCDC80,10
JUND,STXBP1,10
JUND,ZBTB1,10
JUND,DPYSL3,10
JUND,FLNA,10
JUND,VAPB,10
JUND,UBTF,10
JUND,GOLGA8A,10
JUND,PPP1R12A,10
JUND,SMAD3,10
JUND,KIAA1522,10
JUND,SLCO3A1,10
JUND,SIRPA,10
JUND,FOXO3,10
JUND,GRB2,10
JUND,PHIP,10
JUND,UBTD2,10
JUND,ZNF800,10
JUND,ADNP,10
JUND,SPSB3,10
JUND,CREBBP,10
JUND,AGO2,10
JUND,CEBPB,10
JUND,SNED1,10
JUND,BBX,10
JUND,KDM7A,10
JUND,DUSP16,10
JUND,PLCL2,10
JUND,FGF12,10
JUND,NIPBL,10
JUND,WASF2,10
JUND,DIDO1,10
JUND,TOB1,10
JUND,ANP32B,10
JUND,SLIT2,10
JUND,BRWD1,10
JUND,TSHZ3,10
JUND,PLEKHA1,10
JUND,TBX5,10
JUND,ATP11B,10
JUND,YAP1,10
JUND,CSNK1G2,10
JUND,RRBP1,10
JUND,FTX,10
JUND,GOLGA8B,10
JUND,HERC1,10
JUND,ABL1,10
JUND,ARHGAP5,10
JUND,KLF6,10
JUND,JAK1,10
JUND,YPEL2,10
JUND,FLNC,10
JUND,FZD8,10
JUND,ID4,10
JUND,ZEB1,10
JUND,FOS,10
JUND,MAFB,10
JUND,NDRG1,10
JUND,GNAS,10
JUND,PHF3,10
JUND,SLC38A2,10
JUND,RBFOX2,10
JUND,MXD4,10
JUND,REST,10
JUND,DHX40,10
JUND,CDK14,10
JUND,CDV3,10
JUND,EIF4G3,10
JUND,PKN1,10
JUND,CIC,10
JUND,PER1,10
JUND,USP7,10
JUND,ACKR3,10
JUND,KMT5B,10
JUND,ADAMTS10,10
JUND,GLIS2,10
JUND,RAP2A,10
JUND,ZNF219,10
JUND,MTURN,10
JUND,COL12A1,10
JUND,LSP1,10
JUND,PRR5,10
JUND,TRIOBP,10
JUND,EIF4G1,10
JUND,PLCB1,10
JUND,NCOA3,10
JUND,BACH1,10
JUND,NUDT4,10
JUND,BAG6,10
JUND,TOP1,10
JUND,ACADVL,10
JUND,SLC20A1,10
JUND,PTPN14,10
JUND,NRP2,10
JUND,HEG1,10
JUND,PDE7A,10
JUND,ERRFI1,10
JUND,LAMA4,10
JUND,WWC3,10
JUND,REV3L,10
JUND,HUWE1,10
JUND,LOXL2,10
JUND,PLXNA4,10
JUND,MNT,10
JUND,ZCCHC24,10
JUND,NEGR1,10
JUND,CCNG2,10
JUND,TCF12,10
JUND,CBX4,10
JUND,SETD7,10
JUND,TCF7L2,10
JUND,LPGAT1,10
JUND,NBR1,10
JUND,EGR3,10
JUND,FAAP100,10
JUND,TBX3,10
JUND,LHFPL2,10
JUND,EPHA7,10
JUND,USP11,10
JUND,KLF4,10
JUND,PNPLA8,10
JUND,GNB1,10
JUND,ZMYND11,10
JUND,SIN3A,10
JUND,PI4KB,10
JUND,CEP63,10
JUND,FLRT2,10
JUND,NFKBIA,10
JUND,KCTD20,10
JUND,NR2F6,10
JUND,FCHO2,10
JUND,TGFBR1,10
JUND,GTF2A1,10
JUND,TRAF3,10
JUND,TNRC18,10
JUND,HIC1,10
JUND,ZFPM1,10
JUND,NUMBL,10
JUND,SLC25A37,10
JUND,DLGAP4,10
JUND,CDH11,10
JUND,ACTR6,10
JUND,CD81,10
JUND,HP1BP3,10
JUND,PRDM2,10
JUND,IRX3,10
JUND,LTBP1,10
JUND,SPRY1,10
JUND,CDC42EP4,10
JUND,TRAF5,10
JUND,BOC,10
JUND,PPIG,10
JUND,CRLF1,10
JUND,TTC39C,10
JUND,MAPK10,10
JUND,KDM6B,10
JUND,ATP1A1,10
JUND,FAT1,10
JUND,CHD2,10
JUND,ZFP36,10
JUND,TRPS1,10
JUND,ANKH,10
JUND,ZFP36L2,10
JUND,DIP2C,10
JUND,SYS1,10
JUND,TJP1,10
JUND,CBX5,10
JUND,TEAD1,10
JUND,FBXO11,10
JUND,GULP1,10
JUND,FYN,10
JUND,TGFBR3,10
JUND,SETBP1,10
JUND,RYBP,10
JUND,NFKB2,10
JUND,METRNL,10
JUND,HELZ,10
JUND,BTG1,10
JUND,PTPRF,10
JUND,DYRK2,10
JUND,TSC22D1,10
JUND,XRCC5,10
JUND,BAG5,10
JUND,CRYBG3,10
JUND,CAPN1,10
JUND,TCP11L2,10
JUND,PAK3,10
JUND,TBL1X,10
JUND,PPFIA1,10
JUND,CSNK1E,10
JUND,RAB14,10
JUND,KATNAL1,10
JUND,TBX2,10
JUND,ITGB5,10
JUND,AKAP13,10
JUND,H6PD,10
JUND,TCF3,10
JUND,NUTM2B-AS1,10
JUND,SPOPL,10
JUND,SYNGAP1,10
JUND,RASA1,10
JUND,COL18A1,10
JUND,SLITRK4,10
JUND,NFIC,10
JUND,PLXNA1,10
JUND,FOXC1,10
JUND,CLK4,10
JUND,TLK2,10
JUND,CSNK1D,10
JUND,SH3D19,10
JUND,KIAA1551,10
JUND,SREBF1,10
JUND,RAD21,10
JUND,USP3,10
JUND,IGF1R,10
JUND,SP1,10
JUND,SEPT9,10
JUND,ICMT,10
JUND,HIPK3,10
JUND,YY1,10
JUND,LUZP1,10
JUND,ADD3,10
JUND,PRRC2A,10
JUND,FERMT2,10
JUND,TP53BP1,10
JUND,POFUT2,10
JUND,FAM208A,10
JUND,CLSTN1,10
JUND,UACA,10
JUND,EMILIN2,10
JUND,ATF3,10
JUND,BHLHE40,10
JUND,SRSF7,10
JUND,RFX2,10
JUND,JMY,10
JUND,SLC38A10,10
JUND,EIF5,10
JUND,ZFY,10
JUND,ABHD5,10
JUND,TMED7,10
JUND,COQ10B,10
JUND,PDE4B,10
JUND,TTC39B,10
JUND,KIF1B,10
JUND,CAB39,10
JUND,BTAF1,10
JUND,TBX18,10
JUND,PACS2,10
JUND,FNDC3A,10
JUND,SPRY2,10
JUND,COBLL1,10
JUND,CKAP5,10
JUND,XRCC6,10
JUND,LAMB1,10
JUND,ITGB1,10
JUND,KLF13,10
JUND,NACC1,10
JUND,SACS,10
JUND,OXSR1,10
JUND,KMT2A,10
JUND,N4BP2,10
JUND,NBEA,10
JUND,NEAT1,10
JUND,CFAP69,10
JUND,FAT4,10
JUND,IGSF8,10
JUND,FOXN3,10
JUND,ZFHX4,10
JUND,PNISR,10
JUND,ERBIN,10
JUND,C6orf106,10
JUND,HIPK1,10
JUND,MYO6,10
JUND,TSC22D3,10
JUND,NLGN2,10
JUND,CPEB2,10
JUND,BMP2,10
JUND,RBBP7,10
JUND,NFIA,10
JUND,MAP4K4,10
JUND,KIDINS220,10
JUND,ARHGEF12,10
JUND,CAPN7,10
JUND,PAWR,10
JUND,KANSL1,10
JUND,SYNPO,10
JUND,HOXA11,10
JUND,PMEPA1,10
JUND,HCG18,10
JUND,NECAP1,10
JUND,CUL3,10
JUND,KMT2E,10
JUND,SLC6A4,10
JUND,MBNL1,10
JUND,PCYOX1,10
JUND,POGZ,10
JUND,TIA1,10
JUND,FARP1,10
JUND,COL15A1,10
JUND,PTPRG,10
JUND,IGF2BP2,10
JUND,PDGFRA,10
JUND,CTDSP2,10
JUND,MLLT6,10
JUND,MED13L,10
JUND,WDFY3,10
JUND,NABP1,10
JUND,COCH,10
JUND,WLS,10
JUND,FBRSL1,10
JUND,PAFAH1B1,10
JUND,PPARA,10
JUND,TPT1,10
JUND,NUDT9,10
JUND,AHNAK,10
JUND,ELK3,10
JUND,DAAM1,10
JUND,ETS1,10
JUND,PAPLN,10
JUND,HSPA8,10
JUND,YES1,10
JUND,SNX33,10
JUND,EPB41L2,10
JUND,CDKN2AIP,10
JUND,PCDH1,10
JUND,JOSD1,10
JUND,FAM98A,10
JUND,TSC1,10
JUND,STAG2,10
JUND,ARID1B,10
JUND,USP22,10
JUND,ATP13A3,10
JUND,MEIS1,10
JUND,ZEB2,10
JUND,HNRNPH3,10
JUND,TSHZ2,10
JUND,MAN1A2,10
JUND,FXR1,10
JUND,SPATA13,10
JUND,PTPN12,10
JUND,KIAA2026,10
JUND,STRN,10
JUND,DGKH,10
JUND,ANKRD11,10
JUND,HRAS,10
JUND,EFR3A,10
JUND,ZNF618,10
JUND,SULF1,10
JUND,BTG2,10
JUND,PIM3,10
JUND,TRIM8,10
JUND,ASH1L,10
JUND,SOCS3,10
JUND,ARL4C,10
JUND,NDEL1,10
JUND,GHR,10
JUND,ACSL3,10
JUND,APLP2,10
JUND,PHC2,10
JUND,RNF19A,10
JUND,TTC37,10
JUND,WDR81,10
JUND,MAPKAPK2,10
JUND,NAB1,10
JUND,ZNF652,10
JUND,NCOA7,10
JUND,HDLBP,10
JUND,CDR2,10
JUND,ADAR,10
JUND,FUS,10
JUND,RIPK1,10
JUND,PTGR1,10
JUND,AGO1,10
JUND,MAN1B1,10
JUND,GLG1,10
JUND,C3orf58,10
JUND,PIEZO1,10
JUND,MAFK,10
JUND,DDIT4,10
JUND,NOVA1,10
JUND,FGFRL1,10
JUND,AKAP11,10
JUND,PLEKHA5,10
JUND,MLLT10,10
JUND,PCNX4,10
JUND,SETD3,10
JUND,ARHGEF11,10
JUND,PRDM8,10
JUND,SMAD4,10
JUND,AGFG1,10
JUND,NFE2L1,10
JUND,CDC34,10
JUND,NFATC4,10
JUND,DENND4C,10
JUND,LPP,10
JUND,SMARCA2,10
JUND,IRF1,10
JUND,STK38,10
JUND,PACSIN2,10
JUND,MARCH7,10
JUND,WAC,10
JUND,INPPL1,10
JUND,FNBP4,10
JUND,PTBP3,10
JUND,PTK2,10
JUND,SBF1,10
JUND,USP34,10
JUND,PRPF4B,10
JUND,SPRY4,10
JUND,TCAF1,10
JUND,SIK2,10
JUND,PIK3CA,10
JUND,RBMS1,10
JUND,C2CD2,10
JUND,MAFG,10
JUND,FNDC3B,10
JUND,AKT2,10
JUND,MAN1A1,10
JUND,HDAC7,10
JUND,CHD1,10
JUND,PDE4DIP,10
JUND,HNRNPD,10
JUND,TSPAN14,10
JUND,HSP90AB1,10
JUND,PCM1,10
JUND,PSD3,10
JUND,KCNQ1OT1,10
JUND,SPECC1,10
JUND,MAPK9,10
JUND,CTCF,10
JUND,UHRF2,10
JUND,SMAD9,10
JUND,ATF7IP,10
JUND,CYHR1,10
JUND,PRPF40A,10
JUND,ARIH1,10
JUND,GLIS3,10
JUND,IL17D,10
JUND,NRF1,10
JUND,USP9X,10
JUND,SIX4,10
JUND,CBLB,10
JUND,UTP23,10
JUND,DOCK7,10
JUND,POM121C,10
JUND,FZD7,10
JUND,SQSTM1,10
JUND,KLHL24,10
JUND,FBRS,10
JUND,SCAF11,10
JUND,ADD1,10
JUND,DCAF5,10
JUND,POM121,10
JUND,INTS1,10
JUND,ATG2A,10
JUND,GOLGB1,10
JUND,CAPRIN2,10
JUND,DNAJC13,10
JUND,MIR22HG,10
JUND,TOP2B,10
JUND,ULK1,10
JUND,HSPA4,10
JUND,CLTC,10
JUND,CUX1,10
JUND,GXYLT2,10
JUND,LRRC4C,10
JUND,PHF21A,10
JUND,TET2,10
JUND,ZNF248,10
JUND,SCG2,10
JUND,ATRX,10
JUND,EMP2,10
JUND,HDAC5,10
JUND,AGPAT3,10
JUND,AKT1,10
JUND,FOXO1,10
JUND,CTDSP1,10
JUND,HDGF,10
JUND,PDPK1,10
JUND,SYNE1,10
JUND,NPAS2,10
JUND,LINC00473,10
JUND,ANK2,10
JUND,ZHX1,10
JUND,CREB1,10
JUND,FAM168A,10
JUND,CGGBP1,10
JUND,CA5B,10
JUND,PPP2R2D,10
JUND,ZNRF1,10
JUND,TNS1,10
JUND,GNS,10
JUND,PARD3,10
JUND,ZNF644,10
JUND,NPTN,10
JUND,EML1,10
JUND,RTN4,10
JUND,CSDE1,10
JUND,TBC1D1,10
JUND,SRRM2,10
JUND,CCDC71L,10
JUND,PIP4K2B,10
JUND,PHF20L1,10
JUND,SNX9,10
JUND,GTF2H2,10
JUND,ABCA1,10
JUND,SESN1,10
JUND,PDCL,10
JUND,CADM3,10
JUND,VEZF1,10
JUND,GOSR1,10
JUND,LARP4B,10
JUND,DDX5,10
JUND,RARA,10
JUND,KAT6B,10
JUND,CAMSAP2,10
JUND,BMPR2,10
JUND,CPED1,10
JUND,ECE1,10
JUND,MBTPS1,10
JUND,REL,10
JUND,KRR1,10
JUND,STK11,10
JUND,ILF3,10
JUND,ATP10D,10
JUND,GPATCH8,10
JUND,TLE2,10
JUND,RUNX1,10
JUND,GSK3B,10
JUND,IL6ST,10
JUND,JUNB,10
JUND,UBL3,10
JUND,MAP3K3,10
JUND,TRIO,10
JUND,ATF2,10
JUND,DVL1,10
JUND,DOCK11,10
JUND,BAZ2A,10
JUND,GSN,10
JUND,AFF1,10
JUND,PCGF2,10
JUND,PURA,10
JUND,CD109,10
JUND,SPTAN1,10
JUND,KDELC2,10
JUND,FAM129B,10
JUND,ZNF267,10
JUND,LDLRAD4,10
JUND,SPEN,10
JUND,PLK3,10
JUND,G3BP1,10
JUND,DNAJB2,10
JUND,MXRA7,10
JUND,EIF4A3,10
JUND,ARID4A,10
JUND,ZC3H13,10
JUND,ELK4,10
JUND,CCDC102A,10
JUND,PITPNC1,10
JUND,LNPEP,10
JUND,BDKRB2,10
JUND,CTDP1,10
JUND,UTRN,10
JUND,UGGT2,10
JUND,BCL2L11,10
JUND,TSPAN11,10
JUND,CNOT6L,10
JUND,PNPLA6,10
JUND,RCOR1,10
JUND,TUBB2A,10
JUND,KMT2C,10
JUND,HNRNPL,10
JUND,ITPR2,10
JUND,TUBA1B,10
JUND,MYH9,10
JUND,PKD1,10
JUND,KLF5,10
JUND,FAM234A,10
JUND,TIMP2,10
JUND,PLRG1,10
JUND,CENPC,10
JUND,NR4A1,10
JUND,PRKG1,10
JUND,CHD6,10
JUND,APC,10
JUND,AHCYL1,10
JUND,TRIQK,10
JUND,TACC1,10
JUND,GPR161,10
JUND,DLEU2,10
JUND,PTPN13,10
JUND,OSBPL8,10
JUND,CAST,10
JUND,PCNX1,10
JUND,ATP6V0A1,10
JUND,SENP7,10
JUND,PDCD4,10
JUND,EMP1,10
JUND,CAMK2D,10
JUND,SMAD5,10
JUND,FBLN1,10
JUND,MICAL2,10
JUND,GALNT7,10
JUND,TNRC6C,10
JUND,SAMD4B,10
JUND,EDEM3,10
JUND,ROCK2,10
JUND,PLOD2,10
JUND,SND1,10
JUND,ZNHIT6,10
JUND,GPAT4,10
JUND,FGF10,10
JUND,TOPORS,10
JUND,PTGFRN,10
JUND,PRR5L,10
JUND,EPB41L4A-AS1,10
JUND,IFT81,10
JUND,SLC16A1,10
JUND,JADE1,10
JUND,HEATR1,10
JUND,PHLDB2,10
JUND,CHD8,10
JUND,SOS1,10
JUND,DEK,10
JUND,NCS1,10
JUND,NCOA6,10
JUND,ZBTB16,10
JUND,HACE1,10
JUND,SUGT1,10
JUND,ALX4,10
JUND,UNKL,10
JUND,TBX15,10
JUND,DPY19L3,10
JUND,GPBP1,10
JUND,TMCO3,10
JUND,PAK2,10
JUND,C1QTNF1,10
JUND,TACC2,10
JUND,CREB5,10
JUND,ZDHHC5,10
JUND,VARS,10
JUND,CNOT4,10
JUND,CALCOCO1,10
JUND,ARHGAP23,10
JUND,TMEM30A,10
JUND,GOLGA3,10
JUND,VWA1,10
JUND,MGA,10
JUND,AP3B1,10
JUND,PRKAR2A,10
JUND,CPNE3,10
JUND,TMEM248,10
JUND,MRC2,10
JUND,MBNL2,10
JUND,SLC25A28,10
JUND,SMAD7,10
JUND,CD248,10
JUND,SCAF1,10
JUND,TBC1D5,10
JUND,MSRB3,10
JUND,STX2,10
JUND,WDFY2,10
JUND,PPP2R5A,10
JUND,NCOR2,10
JUND,VCAN,10
JUND,DGAT1,10
JUND,STX4,10
JUND,DCP2,10
JUND,SEC14L1,10
JUND,SBF2,10
JUND,PBX3,10
JUND,ABHD2,10
JUND,PCMTD1,10
JUND,BCL2L2,10
JUND,DNAJC1,10
JUND,HERC2,10
JUND,EHBP1,10
JUND,CAMK2N1,10
JUND,ZNRF2,10
JUND,FBXL20,10
JUND,DSTYK,10
JUND,PDPR,10
JUND,CCDC82,10
JUND,MAGED2,10
JUND,CHSY1,10
JUND,STT3B,10
JUND,SPOCK2,10
JUND,PRRX1,10
JUND,ATP2B4,10
JUND,ARMCX1,10
JUND,RHOQ,10
JUND,LYST,10
JUND,NGLY1,10
JUND,PRRX2,10
JUND,SLIT3,10
JUND,NXPH3,10
JUND,SESTD1,10
JUND,EPS15,10
JUND,IGFBP4,10
JUND,CANX,10
JUND,LONP2,10
JUND,FBLN2,10
JUND,ORMDL1,10
JUND,LMNA,10
JUND,NTNG1,10
JUND,COL8A2,10
JUND,ARRB1,10
JUND,KATNA1,10
JUND,ENPP2,10
JUND,VANGL1,10
JUND,SNTB2,10
JUND,TFRC,10
JUND,IGFBP5,10
JUND,STAG1,10
JUND,QSER1,10
JUND,IFNAR1,10
JUND,SLC35E3,10
JUND,MIA3,10
JUND,EPC1,10
JUND,USP47,10
JUND,ABCA6,10
JUND,EPN2,10
JUND,ANKRD10,10
JUND,GPR68,10
JUND,PPP4R1,10
JUND,NUMA1,10
JUND,MTAP,10
JUND,AIG1,10
JUND,JUN,10
JUND,SCN1B,10
JUND,QKI,10
JUND,SPAG9,10
JUND,EXOC4,10
JUND,UBR5,10
JUND,GNAQ,10
JUND,BRD7,10
JUND,PPP1CC,10
JUND,MAPK1,10
JUND,RPS6KA3,10
JUND,NCKAP5L,10
JUND,PELI1,10
JUND,GABPA,10
JUND,LAMA2,10
JUND,CDKN1B,10
JUND,SSFA2,10
JUND,FZD1,10
JUND,SH3YL1,10
JUND,RAB11FIP3,10
JUND,FBXL3,10
JUND,CPXM1,10
JUND,SP6,10
JUND,PPARG,10
JUND,TCIRG1,10
JUND,MKLN1,10
JUND,KANSL1L,10
JUND,LZTS2,10
JUND,TBC1D9,10
JUND,SKIL,10
JUND,PKN2,10
JUND,KIF3A,10
JUND,DDR2,10
JUND,SUCO,10
JUND,INF2,10
JUND,CFAP36,10
JUND,ASB8,10
JUND,KDM5B,10
JUND,ROCK1,10
JUND,TPR,10
JUND,TIMP3,10
JUND,BCLAF1,10
JUND,DST,10
JUND,LPCAT4,10
JUND,CFLAR,10
JUND,SLC26A5,10
JUND,IL13RA1,10
JUND,NCOA1,10
JUND,NR2F2,10
JUND,SLC6A8,10
JUND,SDK1,10
JUND,FBN1,10
JUND,TNFSF9,10
JUND,DIAPH1,10
JUND,MEF2D,10
JUND,ARHGEF7,10
JUND,FMNL2,10
JUND,STX16,10
JUND,METRN,10
JUND,USF2,10
JUND,CSGALNACT1,10
JUND,PKDCC,10
JUND,EGR1,10
JUND,GDF11,10
JUND,KLHL42,10
JUND,CTNNA1,10
JUND,MSX1,10
JUND,C11orf96,10
JUND,INTS6,10
JUND,ZFAND5,10
JUND,CDK9,10
JUND,GADD45B,10
JUND,DDHD1,10
JUND,PCGF3,10
JUND,KLF7,10
JUND,C2,10
JUND,DPY19L1,10
JUND,ZNF775,10
JUND,ARID1A,10
JUND,KANSL1-AS1,10
JUND,NRP1,10
JUND,SCARA3,10
JUND,RERE,10
JUND,SSBP4,10
JUND,C11orf95,10
JUND,RCC2,10
JUND,PDGFA,10
JUND,CHD4,10
JUND,UBALD2,10
JUND,NRIP1,10
JUND,ADCY6,10
JUND,ZNF281,10
JUND,RASL11A,10
JUND,GABPB1-AS1,10
JUND,GRASP,10
JUND,GRK5,10
JUND,HAS2,10
JUND,SH3PXD2B,10
JUND,ENGASE,10
JUND,ATP2A2,10
JUND,JAG1,10
JUND,GABBR1,10
JUND,AGAP1,10
JUND,ZNF503,10
JUND,UBC,10
JUND,FAM102B,10
JUND,SLK,10
JUND,ATXN7L3,10
JUND,DPP4,10
JUND,NFKBID,10
JUND,TWIST1,10
JUND,SAMD1,10
JUND,ACVRL1,10
JUND,H2AFX,10
JUND,RNF19B,10
JUND,DCHS1,10
JUND,CYGB,10
JUND,HTRA3,10
JUND,GAL,10
JUND,ITGA9,10
JUND,EHD1,10
JUND,BCR,10
JUND,SRGAP2,10
JUND,TGFB2,10
JUND,KMT5A,10
JUND,RAI1,10
JUND,ANPEP,10
JUND,FN1,10
JUND,ZMYND8,10
JUND,DNAJA2,10
JUND,PTGER1,10
JUND,NCK2,10
JUND,PRKAB2,10
JUND,SGK1,10
JUND,C16orf72,10
JUND,FAM126A,10
JUND,PDE8A,10
JUND,RHBDF1,10
JUND,PDE4A,10
JUND,ZMYM2,10
JUND,RCOR3,10
JUND,NSD1,10
JUND,GPSM2,10
JUND,LGALS3,10
JUND,BHLHE41,10
JUND,ETV6,10
JUND,MYADM,10
JUND,SHOX2,10
JUND,ABI2,10
JUND,PHLDB1,10
JUND,UBA1,10
JUND,ATN1,10
JUND,GPRC5A,10
JUND,VIM,10
JUND,RASA2,10
JUND,PINK1,10
JUND,KIAA2013,10
JUND,ENHO,10
JUND,PABPC4,10
JUND,SSPN,10
JUND,MTA1,10
JUND,SPSB1,10
JUND,IER5,10
JUND,ALKBH5,10
JUND,SEMA4A,10
JUND,NAV1,10
JUND,MLXIP,10
JUND,ZDHHC8,10
JUND,NFAT5,10
JUND,PCDH9,10
JUND,KAT6A,10
JUND,CYLD,10
JUND,CDKN2C,10
JUND,CASK,10
JUND,PLAGL1,10
JUND,SLC25A5,10
JUND,USP46,10
JUND,NECTIN2,10
JUND,PLEKHM2,10
JUND,PDS5A,10
JUND,NECTIN3,10
JUND,CKB,10
JUND,RNF24,10
JUND,ATXN3,10
JUND,MAML2,10
JUND,RABGAP1L,10
JUND,STAT5A,10
JUND,KDM2A,10
JUND,PLEC,10
JUND,XIAP,10
JUND,TMEM65,10
JUND,LHX2,10
JUND,UTY,10
JUND,ZDHHC14,10
JUND,SS18,10
JUND,STAT5B,10
JUND,SMG1,10
JUND,RAMP2-AS1,10
JUND,HNRNPR,10
JUND,CSGALNACT2,10
JUND,ACIN1,10
JUND,TSC22D2,10
JUND,KAZALD1,10
JUND,LTBR,10
JUND,TDRD3,10
JUND,CEMIP,10
JUND,XPO1,10
JUND,SYBU,10
JUND,SRRT,10
JUND,PLTP,10
JUND,CCDC88A,10
JUND,PIK3C2A,10
JUND,FRYL,10
JUND,ZNF384,10
JUND,KPNA4,10
JUND,SGMS2,10
JUND,ADAMTS1,10
JUND,MSI2,10
JUND,MXRA5,10
JUND,RB1CC1,10
JUND,CDC14B,10
JUND,PODN,10
JUND,ZNF12,10
JUND,FAM20C,10
JUND,ZNF664,10
JUND,ATRN,10
JUND,SOCS1,10
JUND,FMNL1,10
JUND,TTYH3,10
JUND,ZNF777,10
JUND,RGS16,10
JUND,GBF1,10
JUND,PDGFRB,10
JUND,CACNA2D1,10
JUND,PFKP,10
JUND,MYO1C,10
JUND,SLC4A7,10
JUND,HBP1,10
JUND,ZNF358,10
JUND,RAMP2,10
JUND,FGFR1,10
JUND,GBE1,10
JUND,TCF7L1,10
JUND,C11orf68,10
JUND,LMO3,10
JUND,BRD2,10
JUND,ENAH,10
JUND,RSF1,10
JUND,IER5L,10
JUND,MYCBP2,10
JUND,GAREM1,10
JUND,WNK1,10
JUND,CDC42BPA,10
JUND,DNM1,10
JUND,SPRED1,10
JUND,CDK13,10
JUND,MAP4,10
JUND,PLXDC2,10
JUND,CDK12,10
JUND,NR2F2-AS1,10
JUND,FZD2,10
JUND,PSIP1,10
JUND,CD2AP,10
JUND,ZNF148,10
JUND,CEP350,10
JUND,PCF11,10
JUND,PPP2R5E,10
JUND,BZW1,10
JUND,KIAA0319L,10
JUND,SOS2,10
JUND,PJA2,10
JUND,FAM76B,10
JUND,MAGI2,10
JUND,ARFGEF1,10
JUND,RBBP6,10
JUND,ARID4B,10
JUND,AP2A1,10
JUND,CSNK2A1,10
JUND,NCKAP1,10
JUND,VGLL4,10
JUND,DCLK1,10
JUND,LRP1,10
JUND,HSPA12B,10
JUND,FUT8,10
JUND,FAM102A,10
JUND,VASN,10
JUND,DDB1,10
JUND,TAOK1,10
JUND,NRDC,10
JUND,CLIP1,10
JUND,GTF2I,10
JUND,SOBP,10
JUND,PPP4R3A,10
JUND,ATXN2,10
JUND,SMURF2,10
JUND,DLG3,10
JUND,LHX9,10
JUND,NUP153,10
JUND,IER2,10
JUND,WWTR1,10
JUND,SLMAP,10
JUND,CNOT2,10
JUND,ADGRA2,10
JUND,DNAJB14,10
JUND,BCL9L,10
JUND,STAT6,10
JUND,DDX39B,10
JUND,UBE3A,10
JUND,SERTAD1,10
JUND,ST3GAL1,10
JUND,PGR,10
JUND,ARHGEF1,10
JUND,SCAF8,10
JUND,FOXJ3,10
JUND,MIB1,10
JUND,FAM214A,10
JUND,NAP1L4,10
JUND,LASP1,10
JUND,PTEN,10
JUND,ARHGEF2,10
JUND,EIF3A,10
JUND,G3BP2,10
JUND,PHF1,10
JUND,COL14A1,10
JUND,CERS2,10
JUND,VCL,10
JUND,PPP1R9B,10
JUND,SESN3,10
JUND,DGKZ,10
JUND,KANK2,10
JUND,RABGAP1,10
JUND,TIPARP,10
JUND,DSE,10
JUND,NPEPPS,10
JUND,ESCO1,10
JUND,SCARF2,10
JUND,NFATC3,10
JUND,KLF16,10
JUND,HK1,10
JUND,TSPYL2,10
JUND,ABCC3,10
JUND,WIPF2,10
JUND,CELF1,10
JUND,PRRT2,10
JUND,GNAI2,10
JUND,APOC1,10
JUND,PRMT1,10
JUND,ZNF280D,10
JUND,SUZ12,10
JUND,LMO2,10
JUND,GMPS,10
JUND,ZNF704,10
JUND,SH3PXD2A,10
JUND,NUMB,10
JUND,ARMC9,10
JUND,DNAJA1,10
JUND,ARHGAP6,10
JUND,GALNT2,10
JUND,DCUN1D3,10
JUND,RGMA,10
JUND,ERC1,10
JUND,VPS13B,10
JUND,GABRE,10
JUND,GNG12,10
JUND,HNRNPUL1,10
JUND,EVA1B,10
JUND,PPTC7,10
JUND,PRR14L,10
JUND,TRPM7,10
JUND,IRF2BP2,10
JUND,GATAD2B,10
JUND,PTPRA,10
JUND,GLUL,10
JUND,JMJD1C,10
JUND,ZCCHC2,10
JUND,RND3,10
JUND,SETD1A,10
JUND,GAPVD1,10
JUND,HSPA5,10
JUND,CUL2,10
JUND,MGAT4B,10
JUND,PUM2,10
JUND,PDZD8,10
JUND,PPP2R5C,10
JUND,NXN,10
JUND,AAK1,10
JUND,GIGYF2,10
JUND,TRIP12,10
JUND,AFF4,10
JUND,PPP4R3B,10
JUND,STXBP5,10
JUND,CDC42EP5,10
JUND,NF1,10
JUND,INTS3,10
JUND,LRP12,10
JUND,HPSE2,10
JUND,TNRC6B,10
JUND,SLC25A23,10
JUND,GLS,10
JUND,SUN2,10
JUND,SSH1,10
JUND,ITGA5,10
JUND,MAP3K12,10
JUND,SETD2,10
JUND,CLN5,10
JUND,LRRC8E,10
JUND,SEMA4C,10
JUND,NEO1,10
JUND,ATP8B4,10
JUND,XYLT1,10
JUND,GNA12,10
JUND,MME,10
JUND,TMEM184B,10
JUND,TPCN1,10
JUND,UBXN7,10
JUND,GPSM1,10
JUND,SF1,10
JUND,ZNF24,10
JUND,UBN2,10
JUND,IGF1,10
JUND,OSBPL5,10
JUND,YWHAB,10
JUND,LTBP3,10
JUND,OLFML2A,10
JUND,MYO9A,10
JUND,EIF1B,10
JUND,GGA2,10
JUND,DNAJB1,10
JUND,RBM28,10
JUND,PALM,10
JUND,GPR176,10
JUND,WDR44,10
JUND,CAMKK2,10
JUND,LTBP2,10
JUND,BDP1,10
