,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PTS,3.10252082334377E-81,0.24444610661023,0.432,0.229,7.89653599957457E-77
TNFAIP3,5.54172274426309E-81,0.650273430463153,0.343,0.169,1.41047927286984E-76
RHOC,6.17932647726916E-81,0.368877708652929,0.806,0.669,1.57276217499455E-76
TGFBR1,6.74205723133268E-81,0.294080308943472,0.432,0.228,1.71598840651879E-76
ZNF469,7.06361152174275E-81,0.186120558440051,0.218,0.067,1.79783040451396E-76
ALDH3A2,1.76598107630364E-80,-0.413769225877128,0.205,0.346,4.49477503540802E-76
GARS,2.09085782398756E-80,0.267322546704707,0.448,0.246,5.32165133361315E-76
CLEC3B,2.22865637816213E-80,-0.279452716438055,0.103,0.24,5.67237621369825E-76
VIM,2.89292722727632E-80,-0.391982615177008,0.995,0.995,7.3630783788637E-76
ABHD2,1.00970578403202E-79,0.292787383114387,0.467,0.258,2.56990316151829E-75
S100A16,1.12259316552352E-79,0.356241674965127,0.707,0.532,2.85722412489047E-75
VSIR,1.33146907467573E-79,-0.425437357552055,0.2,0.349,3.38885508886467E-75
LAMB2,4.20059555022659E-79,-0.532551666984121,0.64,0.707,1.06913557944367E-74
TYMP,4.9690445955942E-79,0.406205970063105,0.851,0.698,1.26472123047064E-74
CYCS,5.338062069355E-79,0.340492058044,0.609,0.41,1.35864355789223E-74
PODNL1,7.45737210164247E-79,0.247177539897442,0.315,0.139,1.89805034731004E-74
LTBP3,9.01496039575135E-79,-0.469515337515497,0.534,0.623,2.29448771992663E-74
PMEPA1,2.55875660071407E-78,0.435312716921902,0.665,0.452,6.51254730013744E-74
RPLP2,3.303592246442E-78,0.213085842655733,0.976,0.983,8.40830298564418E-74
CNN2,5.87292365179646E-78,0.2822426273441,0.578,0.357,1.49477652785523E-73
MT-CO1,7.69800138499316E-78,-0.185659915174808,0.997,0.998,1.95929531250846E-73
SRPX2,7.88213283237268E-78,0.267815146043369,0.452,0.252,2.0061604484955E-73
TNS2,8.05558988257469E-78,-0.405953786416121,0.246,0.388,2.05030873691291E-73
LTBP1,8.17450276050667E-78,0.343787286956682,0.661,0.451,2.08057444260416E-73
VCAN,1.17376647679369E-77,-0.527200800649173,0.859,0.89,2.9874704367353E-73
COLEC12,1.42196616268327E-77,-0.445293043056988,0.366,0.513,3.61918827726145E-73
DDX17,1.89749117690488E-77,-0.37385712463984,0.748,0.79,4.82949454345829E-73
TMEM132A,2.37218981356194E-77,0.248902816150844,0.219,0.073,6.03769751347786E-73
OST4,3.7586178981564E-77,0.309411895647552,0.882,0.81,9.56643427438768E-73
UQCC2,4.40611716039906E-77,0.236638525538309,0.553,0.336,1.12144493966477E-72
MYH9,5.22261571436205E-77,0.313892682343472,0.662,0.445,1.32926015161943E-72
SIPA1L2,5.38109941566921E-77,-0.297499382030014,0.087,0.207,1.36959742327613E-72
ALDH2,6.32129202300226E-77,-0.408325589827078,0.228,0.37,1.60889524569454E-72
KCTD12,1.79174822029856E-76,-0.659729681591077,0.264,0.393,4.56035757030391E-72
GPX4,2.56651814056967E-76,-0.411478106350128,0.879,0.86,6.53230197137791E-72
RPL37A,2.59901640815576E-76,0.258534293431246,0.97,0.977,6.61501656203804E-72
FKBP10,2.75881904415569E-76,0.347719655785564,0.781,0.648,7.02174623118506E-72
IL1R1,4.68968756130901E-76,0.325134851795617,0.612,0.408,1.19361927810437E-71
P4HA1,5.38538733557504E-76,0.253741342713769,0.471,0.268,1.37068878465056E-71
BMP4,5.7714248619866E-76,-0.333482334656217,0.113,0.243,1.46894305587283E-71
IL6,4.27837447895566E-75,0.905630387025865,0.236,0.09,1.08893187238379E-70
RPS29,4.32707862783322E-75,0.267135673082317,0.949,0.94,1.10132805235611E-70
SERPINE2,5.3726723403925E-75,0.703089697308749,0.547,0.347,1.3674525640767E-70
ZNF593,6.90381214239077E-75,0.235650310285919,0.422,0.23,1.7571582664813E-70
COL5A1,7.48207834198916E-75,0.445860267490394,0.862,0.75,1.90433857960308E-70
S100A2,8.03361237925319E-75,0.17312908191744,0.247,0.092,2.04471502276752E-70
MYL9,9.1310422016928E-75,0.464281223810264,0.844,0.738,2.32403286117485E-70
FADS1,9.98839188379932E-75,0.225239075870236,0.327,0.15,2.5422455022646E-70
PLAU,1.28354640491736E-74,0.436417855543736,0.423,0.239,3.26688230979567E-70
ZFP36L1,1.86833887533501E-74,-0.449688872170323,0.852,0.884,4.75529610550267E-70
SRM,1.93652565582731E-74,0.309158545622434,0.649,0.467,4.92884509921167E-70
PLOD1,4.50418214432128E-74,0.221235529875561,0.482,0.278,1.14640443937265E-69
ITGA5,6.75336819532742E-74,0.305135390300246,0.489,0.289,1.71886727307473E-69
ATP2A2,7.32018438138139E-74,0.301719262361263,0.608,0.384,1.86313332874919E-69
RPS18,1.73316797599743E-73,0.206319571304837,0.984,0.99,4.41125913250867E-69
GJA1,2.36043838452474E-73,0.338983399588095,0.711,0.531,6.00778777629236E-69
PFKFB3,2.88340725718875E-73,0.27928364605841,0.217,0.077,7.3388481509968E-69
ITGAV,3.69839204870972E-73,0.333945867361216,0.629,0.43,9.41314744237597E-69
STEAP2,1.16602806257453E-72,0.312048753468021,0.423,0.234,2.9677746248647E-68
ATP5MD,3.25654648937278E-72,0.29026400302878,0.787,0.634,8.28856212475159E-68
MPDU1,5.73819967482742E-72,0.203715747515195,0.365,0.182,1.46048658123707E-67
SEC61A1,7.10630255539164E-72,0.258279616811729,0.624,0.419,1.80869612639828E-67
WTAP,1.51467723383702E-71,0.361302816080993,0.645,0.448,3.85515649556199E-67
FBLN5,1.96294304260584E-71,-0.549013389671425,0.459,0.56,4.99608263204038E-67
NEXN,2.52583129539839E-71,0.228965339446368,0.371,0.187,6.42874581304798E-67
ADM,3.51280628230333E-71,0.503054901192964,0.488,0.295,8.94079454971844E-67
ARPC2,4.81898616513357E-71,0.323943892195827,0.851,0.743,1.22652835874979E-66
ZC3H12A,6.06365499554684E-71,0.232314902718664,0.285,0.123,1.54332146946658E-66
TTYH3,8.54767325131344E-71,0.197231880091,0.333,0.158,2.1755537959243E-66
HSP90AA1,1.19808560660037E-70,0.604211666054053,0.966,0.923,3.04936748591927E-66
KDELR2,1.55293529727565E-70,0.315896249431083,0.854,0.766,3.95253091862599E-66
SLC38A2,1.91993204779441E-70,0.347003257816405,0.623,0.422,4.88661104804633E-66
SMYD3,1.97184525028093E-70,0.255215808648245,0.268,0.114,5.01874053101501E-66
RPL36,5.47925997106857E-70,0.216368484089245,0.957,0.955,1.39458124783637E-65
ARL6IP5,5.79437226558506E-70,-0.359237467644367,0.831,0.833,1.47478362903671E-65
DYNLT1,7.20143509272332E-70,0.31611327869163,0.695,0.518,1.83290925979994E-65
PSMA7,8.69691581135073E-70,0.327774164625964,0.872,0.803,2.21353901230499E-65
MT-ND5,9.43419802826645E-70,-0.314728222511891,0.988,0.984,2.40119208215438E-65
MMP2,1.45205196692258E-69,0.375866015902391,0.977,0.963,3.69576266621135E-65
SULF1,1.5902105269108E-69,0.242043409820949,0.378,0.195,4.04740383309338E-65
COL3A1,2.66691937511863E-69,0.382357487242302,0.987,0.988,6.78784319355195E-65
YIF1A,5.22384858149152E-69,0.340322587038857,0.682,0.522,1.32957394096122E-64
RPL4,5.55956242813814E-69,0.259679393953135,0.933,0.897,1.41501982920972E-64
OLFML1,6.95148041881742E-69,-0.378647311732217,0.212,0.341,1.76929079619741E-64
DAPK3,6.97046381112905E-69,0.226294276539172,0.395,0.213,1.77412244920857E-64
UBE2L3,7.8698562260814E-69,0.275745213448298,0.668,0.474,2.00303580666224E-64
AR,1.23231244074493E-68,-0.336812068629415,0.11,0.227,3.136481624184E-64
NREP,1.38849594818959E-68,0.308674474607163,0.443,0.257,3.53399988733216E-64
RABAC1,1.39740180877526E-68,0.283491002565833,0.916,0.868,3.55666708369479E-64
TIMM17A,1.72527981828754E-68,0.211703511710504,0.422,0.237,4.39118219350544E-64
OSTC,4.68286835896056E-68,0.358526042258268,0.816,0.716,1.19188365472264E-63
P3H1,8.21285868041218E-68,0.246621178931626,0.528,0.329,2.09033679133851E-63
PLEKHO1,8.28349939502596E-68,0.23245112360617,0.444,0.252,2.10831626602201E-63
C11orf24,1.36906291413877E-67,0.203757068617385,0.431,0.24,3.48453892906601E-63
IL6ST,1.55961961970144E-67,-0.428290243975349,0.565,0.644,3.9695438560641E-63
CALD1,1.69067514669596E-67,0.373567105099293,0.98,0.964,4.30310638337055E-63
CORO1C,2.27099764989018E-67,0.203397121372592,0.39,0.205,5.78014321850049E-63
S100A8,2.74159784718262E-67,0.326325281106331,0.3,0.144,6.97791484064921E-63
PALLD,5.73441599774846E-67,0.411089702505755,0.633,0.467,1.45952355974694E-62
FMOD,6.27663432525638E-67,0.388346892258931,0.74,0.565,1.59752896846425E-62
RIN2,7.37718320451334E-67,0.401824900584529,0.503,0.316,1.87764066921274E-62
UQCRQ,9.6601885858403E-67,0.281313861629091,0.817,0.679,2.45871119886807E-62
ISOC2,2.13114263688848E-66,0.263700805935294,0.612,0.412,5.42418423940855E-62
FSCN1,2.62438064737428E-66,0.19319838631026,0.522,0.317,6.67957362369701E-62
NDFIP1,2.77530887291001E-66,-0.394576819433093,0.724,0.738,7.06371614333057E-62
VMP1,3.70722902078354E-66,0.447885583130854,0.809,0.649,9.43563930369827E-62
PLXNC1,3.94246644562364E-66,0.20347344746107,0.292,0.134,1.00343655974013E-61
COPE,4.61035640136008E-66,0.291142439720417,0.782,0.636,1.17342791127417E-61
UQCR11,7.25585136529906E-66,0.293851085933266,0.826,0.691,1.84675928949592E-61
PLIN3,7.52053241358409E-66,0.277081198406708,0.637,0.447,1.91412590990542E-61
ALG3,7.85026576489375E-66,0.207001090466092,0.381,0.204,1.99804964248076E-61
MFAP2,9.50756981121905E-66,0.292149887208046,0.651,0.466,2.41986666835147E-61
TWIST2,9.91033419354629E-66,0.426557402530796,0.799,0.661,2.5223782589414E-61
RCN1,1.0542920730652E-65,0.290126270602594,0.776,0.635,2.68338418436555E-61
VDAC1,1.54007302282886E-65,0.282537229697236,0.688,0.502,3.91979385770402E-61
MINOS1,2.16009600345089E-65,0.275645404965215,0.811,0.671,5.49787634798319E-61
PKIG,2.4021721599585E-65,0.298405116019855,0.584,0.394,6.11400858152638E-61
EDIL3,3.19950956044386E-65,0.300415988145777,0.477,0.289,8.14339173324171E-61
COX7B,3.61754155289032E-65,0.299939882150493,0.764,0.601,9.20736676041645E-61
MRPL12,3.86759528028356E-65,0.213675215965588,0.434,0.25,9.84380350737771E-61
JUND,5.45146768761842E-65,-0.54185414039175,0.839,0.836,1.38750755585264E-60
BCAR1,5.94988464508919E-65,0.196124788416313,0.331,0.163,1.5143646398681E-60
MYCBP2,6.16503267010823E-65,-0.423802262848869,0.457,0.556,1.56912411519595E-60
FSTL1,7.43464173904075E-65,0.298763652277442,0.951,0.899,1.89226501542065E-60
ISG15,7.74513585312011E-65,0.367113923561655,0.554,0.362,1.97129197733613E-60
LAPTM4A,1.05191019036884E-64,-0.282002637494819,0.946,0.928,2.67732181652677E-60
DDAH2,1.33664617559868E-64,-0.436460353016261,0.617,0.658,3.40203184613377E-60
NUCKS1,1.69845037981098E-64,-0.324880014503079,0.858,0.868,4.32289590669489E-60
ABRACL,1.80462934177158E-64,0.208413471915894,0.391,0.213,4.59314260067703E-60
CCZ1B,2.31576812317238E-64,0.146596584988011,0.226,0.086,5.89409302709835E-60
SMOX,2.72009220491651E-64,0.2169216986539,0.218,0.085,6.92317867995351E-60
EIF4E2,2.80720569584968E-64,0.237119244257652,0.575,0.381,7.14489993707661E-60
MTCH2,3.15352726121082E-64,0.206048301046738,0.428,0.244,8.02635758523378E-60
PIM1,3.58193155152608E-64,0.295316809226319,0.324,0.165,9.11673218494418E-60
CDC42EP4,4.2815296312758E-64,-0.343343751512216,0.146,0.266,1.08973492175232E-59
JPT1,4.81903990752764E-64,0.203670198512951,0.41,0.231,1.22654203726394E-59
AHNAK2,4.82724570917641E-64,-0.5045616913735,0.44,0.546,1.22863057789958E-59
NR3C1,6.14926849677891E-64,-0.427393637651414,0.463,0.552,1.56511181780017E-59
ATP13A3,6.15954067503704E-64,0.229013269583563,0.308,0.15,1.56772629261043E-59
FUS,6.49335697031123E-64,-0.332136867230625,0.802,0.823,1.65268921608361E-59
RGS16,1.00982502922669E-63,0.82433697237901,0.373,0.211,2.57020666438776E-59
CLEC2B,1.75502861024112E-63,-0.420051109481718,0.393,0.518,4.46689881878569E-59
PPIA,1.92244795025595E-63,0.284389529134119,0.91,0.856,4.89301452299145E-59
ROR2,3.91585437271907E-63,0.148165131195975,0.284,0.13,9.96663254944459E-59
HMBS,9.91468796767338E-63,0.13909762909076,0.203,0.073,2.52348638153223E-58
IL32,1.01422216892573E-62,0.122384903752614,0.323,0.157,2.58139826434976E-58
DPYSL3,1.02177021719132E-62,0.279385572044263,0.682,0.478,2.60060955679534E-58
SHISA5,1.04176565829757E-62,0.234484231971865,0.57,0.371,2.65150195349897E-58
RAB27A,1.19469196283675E-62,0.169165794910539,0.259,0.114,3.0407299838121E-58
CADM3,1.23022087612594E-62,-0.373908234905336,0.147,0.266,3.13115817391574E-58
NOP10,1.29948771475321E-62,0.287554762980953,0.699,0.524,3.30745613158986E-58
TES,1.65801461239464E-62,0.21897662713358,0.29,0.138,4.21997879146683E-58
WIPI1,2.05553397731179E-62,0.234073281502058,0.531,0.334,5.23174507905397E-58
SPG21,2.11708307284142E-62,0.246650727742413,0.505,0.312,5.38839983699599E-58
FADS2,2.18307183881135E-62,0.132395335989418,0.255,0.107,5.55635444414265E-58
C19orf24,2.5353226362449E-62,0.22480562296949,0.473,0.286,6.45290317377051E-58
PRDX4,2.53780439378588E-62,0.34328020334732,0.745,0.63,6.45921974306383E-58
FOXC1,2.91995357561885E-62,0.210443423807724,0.207,0.078,7.4318658406651E-58
C1orf122,3.07549290967342E-62,0.298918326140373,0.725,0.576,7.82774455370078E-58
IER5,3.95734572049997E-62,0.424539687657425,0.423,0.249,1.00722363278165E-57
RPL15,6.89294429570069E-62,0.2224512110508,0.975,0.975,1.75439218214174E-57
TMEM167A,1.84785916186443E-61,0.260795915882365,0.684,0.501,4.70317113877735E-57
SSR3,2.69051382363805E-61,0.321401038325634,0.726,0.572,6.84789578392357E-57
DDX21,3.42181192220027E-61,0.268556491945585,0.55,0.359,8.70919570438414E-57
KIFC3,6.84205906590613E-61,0.172585069228525,0.292,0.138,1.74144087345443E-56
G0S2,6.85704651530009E-61,0.7597166365386,0.407,0.25,1.74525547907418E-56
NXN,7.13071334449273E-61,0.185010682656997,0.3,0.145,1.81490916044029E-56
MRPL52,7.63683467571901E-61,0.214443303058894,0.516,0.325,1.943727161664E-56
YKT6,8.12598018153396E-61,0.162190807375425,0.318,0.158,2.06822447580402E-56
HNRNPAB,8.22920181547232E-61,0.259096291529417,0.576,0.387,2.09449644607401E-56
CEBPB,1.05461790651379E-60,0.440203440536838,0.837,0.733,2.6842134956589E-56
MAN2A1,1.11791960766053E-60,0.19426002453896,0.343,0.179,2.84532898541758E-56
ANXA4,1.32980979367575E-60,-0.465771135353032,0.529,0.587,3.38463188686351E-56
EIF5A,1.45832172564468E-60,0.357560572927066,0.725,0.576,3.71172045611083E-56
UGCG,1.93712758555842E-60,0.264643786296656,0.389,0.221,4.93037713076329E-56
CCL2,2.043676285648E-60,0.435560870105801,0.447,0.274,5.20156488223129E-56
IFIT1,2.05186640616682E-60,-0.258688089495506,0.15,0.272,5.2224103769758E-56
SH3PXD2B,2.1866151827406E-60,0.199558017437636,0.427,0.246,5.56537296311138E-56
PHLDA1,2.51850360750479E-60,0.344819176716575,0.43,0.256,6.41009538182119E-56
CLMP,3.14291974372697E-60,0.287514944460086,0.672,0.493,7.99935933173389E-56
PTPA,3.32305577896931E-60,0.198620466948709,0.393,0.216,8.45784156863268E-56
FTL,6.45619763202882E-60,0.309053498047264,0.992,0.988,1.64323142130397E-55
GNL3,6.73866274380539E-60,0.215917426552122,0.502,0.317,1.71512444155335E-55
ABLIM1,9.72623184245405E-60,-0.306124534248536,0.114,0.224,2.4755205285414E-55
RFLNB,1.14170334809214E-59,0.155853678408185,0.231,0.093,2.90586336156412E-55
KRT14,2.22599823214748E-59,0.075777916029834,0.61,0.415,5.66561070046177E-55
OSMR,2.78162381001608E-59,0.225569575704792,0.393,0.224,7.07978892125292E-55
ATP1B3,3.39172086821344E-59,0.252534755124052,0.635,0.439,8.63260795377685E-55
LTBP4,3.62084600884328E-59,-0.775919499228699,0.53,0.578,9.21577726170791E-55
GOLM1,4.64100048421606E-59,0.227738253263345,0.508,0.321,1.18122744324267E-54
GOLT1B,7.01774156579603E-59,0.188696094585036,0.413,0.236,1.78615558332641E-54
ANGPTL4,1.477643883911E-58,0.80210410872929,0.376,0.233,3.76089921333027E-54
ACSL1,1.48170932469118E-58,0.243608793091642,0.253,0.117,3.77124657320399E-54
LXN,1.63653335349925E-58,0.302340734894263,0.379,0.211,4.16530469132628E-54
THY1,1.99010851978434E-58,0.333216634163065,0.897,0.832,5.06522420455509E-54
PTGES,2.412059398538E-58,0.888172058593578,0.576,0.438,6.13917358115893E-54
RPL26L1,2.74006337615081E-58,0.19672779016128,0.436,0.258,6.97400930497904E-54
ORMDL2,3.01078892334859E-58,0.180645971268786,0.302,0.151,7.66305996770682E-54
PCDH18,3.07646993109548E-58,-0.408978406723514,0.248,0.365,7.83023126862422E-54
MFSD12,4.01908717756551E-58,0.17591920783048,0.287,0.14,1.02293806843397E-53
ARHGAP28,4.29215254598948E-58,0.159296013364774,0.208,0.081,1.09243866600524E-53
COLGALT1,5.67203135962326E-58,0.177011975190762,0.412,0.236,1.44364542165131E-53
ELOC,6.71720896722048E-58,0.255395873044047,0.632,0.45,1.70966402633696E-53
WSB1,7.80187246770288E-58,-0.311521047118843,0.716,0.748,1.98573258047974E-53
TXNDC17,8.52321621533117E-58,0.240198849881333,0.612,0.426,2.16932899112609E-53
RHOQ,9.10173246725793E-58,0.42068541848922,0.627,0.468,2.31657294756649E-53
ARHGAP21,9.83440416594649E-58,-0.40883636646557,0.421,0.512,2.5030525483167E-53
FAM129B,1.00364093582132E-57,0.234694875011168,0.424,0.251,2.55446690985241E-53
COX5A,1.04636438747904E-57,0.253705946336295,0.673,0.492,2.66320663901164E-53
ANTXR1,1.13756966894805E-57,0.266190917614408,0.629,0.432,2.89534232140658E-53
TUBB2B,1.23927387881964E-57,0.313706802520564,0.303,0.157,3.15419987637175E-53
EIF3J,1.39308022056691E-57,0.193704171074282,0.516,0.324,3.5456677773869E-53
PGK1,1.39880796805303E-57,0.386595859770245,0.681,0.538,3.56024604028857E-53
SDC4,2.52010020358717E-57,0.355876100967468,0.301,0.153,6.41415903817006E-53
PDLIM3,2.92834879958753E-57,0.294425184206602,0.343,0.187,7.45323336471018E-53
GTF3C6,3.26164369970588E-57,0.233788504569461,0.554,0.372,8.3015355444914E-53
RPS11,4.00385267743648E-57,0.20476427238299,0.961,0.958,1.01906058346113E-52
COX17,4.46385773823233E-57,0.230505405662128,0.461,0.285,1.13614107153489E-52
SYAP1,5.3324024048225E-57,0.215825969743246,0.523,0.338,1.35720306007542E-52
ACTR3,1.25281688483592E-56,0.24580782773893,0.642,0.452,3.18866953528439E-52
TAX1BP3,1.26160292279908E-56,0.302495573963127,0.707,0.542,3.21103175910823E-52
CPQ,1.71211874677682E-56,-0.400686807192665,0.554,0.606,4.35768463429636E-52
YWHAG,2.95717744221415E-56,0.188132662736357,0.441,0.259,7.52660802592346E-52
ARHGDIA,4.6958865074534E-56,0.257635698855999,0.722,0.552,1.19519703387704E-51
SGK1,6.59368227781011E-56,0.326125531013516,0.314,0.167,1.67822401334823E-51
CBX3,6.61081116242057E-56,0.230336714262694,0.664,0.469,1.68258365705928E-51
GSTM3,1.8113467537092E-55,-0.429875272297165,0.375,0.464,4.61023975754067E-51
SH3PXD2A,2.08660133896886E-55,0.350894892466022,0.635,0.467,5.31081772794355E-51
TMEM119,2.15938949760614E-55,0.180801481283031,0.552,0.361,5.49607814930715E-51
PER3,2.71500279733841E-55,-0.306750084033557,0.165,0.279,6.91022511978573E-51
DRAM1,3.34740898497011E-55,0.268321804327366,0.37,0.215,8.51982534854593E-51
ATP5MPL,5.0315900013845E-55,0.223873145756218,0.817,0.679,1.28064028715238E-50
ENPP1,5.57785760299615E-55,0.233071491694485,0.219,0.094,1.41967631711458E-50
C3orf14,6.04789611451597E-55,0.178868578931577,0.329,0.175,1.5393105190666E-50
N4BP2L2,8.23792747065716E-55,-0.345783937419907,0.726,0.756,2.09671729983166E-50
TPST2,1.04744489794345E-54,0.140051015189747,0.217,0.091,2.66595675424566E-50
REV3L,1.14683659565398E-54,-0.459425803060462,0.433,0.526,2.9189285032585E-50
BAX,1.25863239141598E-54,0.222119689133822,0.513,0.331,3.20347116263195E-50
PHC2,1.38495382186772E-54,0.280634335925547,0.477,0.309,3.52498446741772E-50
TWIST1,1.67753761756362E-54,-0.384307049274323,0.532,0.617,4.26966874422293E-50
CYGB,1.80613770734456E-54,-0.460520147911125,0.33,0.452,4.59698169273336E-50
IDH2,2.01847904215651E-54,0.141897434554782,0.363,0.199,5.13743285809675E-50
RPL23,3.06611924707607E-54,0.22674861922377,0.936,0.897,7.80388670765802E-50
STK17A,3.13726988735384E-54,0.165520911770128,0.3,0.154,7.984979317293E-50
FAM207A,3.54685353283293E-54,0.149913820425374,0.278,0.136,9.02745161176638E-50
FHL3,4.11036947764061E-54,0.179376157990474,0.355,0.197,1.04617123944909E-49
WNT5A,4.57379346199747E-54,0.500262160239966,0.295,0.155,1.1641219119476E-49
C19orf53,5.73542580036708E-54,0.262412668808055,0.8,0.668,1.45978057470943E-49
P4HA2,6.74683871163459E-54,0.250954390315928,0.59,0.413,1.71720538888524E-49
TXNL4A,6.98704751150593E-54,0.215152251179832,0.623,0.443,1.77834333262849E-49
ELOVL5,1.0762462516505E-53,0.181156724592726,0.34,0.188,2.73926195970085E-49
CREB3L1,1.29228211514447E-53,0.14145663182663,0.359,0.195,3.28911643946571E-49
MAPRE1,1.84062506337144E-53,0.170220544423288,0.362,0.203,4.684758911293E-49
ANGPTL1,2.01330040334813E-53,-0.434673211596978,0.218,0.333,5.12425218660167E-49
CNBP,2.20950456631863E-53,-0.308309590741042,0.749,0.758,5.62363102219418E-49
GALNT15,2.48732917710939E-53,0.241811291966259,0.36,0.205,6.33075022157883E-49
PFDN2,3.13611202954388E-53,0.242874245594855,0.651,0.485,7.98203233759509E-49
PLSCR4,3.79705665641741E-53,-0.341657403518694,0.296,0.407,9.66426860191358E-49
